name;url;visited;hasManagementPlan;email
Parna da Lagoa do Peixe;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/marinho/lista-de-ucs/parna-da-lagoa-do-peixe/parna-da-lagoa-do-peixe;TRUE;TRUE;
Parna da Restinga de Jurubatiba;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/marinho/lista-de-ucs/parna-da-restinga-de-jurubatiba/parna-da-restinga-de-jurubatiba;TRUE;TRUE;
Parna de Jericoacoara;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/marinho/lista-de-ucs/parna-de-jericoacoara/parna-de-jericoacoara;TRUE;TRUE;parnajericoacoara.ce@icmbio.gov.br
Flona de Goytacazes;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/flona-de-goytacazes/flona-de-goytacazes;TRUE;TRUE;
Flona de Ibirama;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/flona-de-ibirama/flona-de-ibirama;TRUE;TRUE;
Flona de Ipanema;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/flona-de-ipanema/flona-de-ipanema;TRUE;TRUE;
Flona de Irati;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/flona-de-irati/flona-de-irati;TRUE;TRUE;
Flona de Lorena;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/flona-de-lorena/flona-de-lorena;TRUE;TRUE;
Flona de Nísia Floresta;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/flona-de-nisia-floresta/flona-de-nisia-floresta;TRUE;TRUE;flonanisiafloresta.rn@icmbio.gov.br
Flona de Pacotuba;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/flona-de-pacotuba/flona-de-pacotuba;TRUE;TRUE;
Flona de Passa Quatro;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/flona-de-passa-quatro/flona-de-passa-quatro;TRUE;TRUE;
Flona de Passo Fundo;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/flona-de-passo-fundo/flona-de-passo-fundo;TRUE;TRUE;
Flona de Piraí do Sul;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/flona-de-pirai-do-sul/flona-de-pirai-do-sul;TRUE;TRUE;
Flona de Ritápolis;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/flona-de-ritapolis/flona-de-ritapolis;TRUE;TRUE;
Flona de São Francisco de Paula;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/flona-de-sao-francisco-de-paula/flona-de-sao-francisco-de-paula;TRUE;TRUE;
Flona de Três Barras;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/flona-de-tres-barras/flona-de-tres-barras;TRUE;TRUE;flonatresbarras.sc@icmbio.gov.br
Flona do Ibura;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/flona-do-ibura/flona-do-ibura;TRUE;TRUE;
Flona do Rio Preto;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/flona-do-rio-preto/flona-do-rio-preto;TRUE;TRUE;
Flona Mario Xavier;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/flona-mario-xavier/flona-mario-xavier;TRUE;TRUE;
Informações Sobre Visitação - Flona de Canela;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/flona-de-canela/informacoes-sobre-visitacao-flona-de-canela/informacoes-sobre-visitacao-flona-de-canela;TRUE;FALSE;
Informações Sobre Visitação – Flona de Lorena;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/flona-de-lorena/informacoes-sobre-visitacao-2013-flona-de-lorena/informacoes-sobre-visitacao-2013-flona-de-lorena;TRUE;FALSE;
Informações Sobre Visitação - Parna da Serra do Itajaí;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/parna-da-serra-do-itajai/informacoes-sobre-visitacao-parna-da-serra-do-itajai/informacoes-sobre-visitacao-parna-da-serra-do-itajai;TRUE;FALSE;
Informações Sobre Visitação - Parna da Serra do Gandarela;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/parna-da-serra-do-gandarela/informacoes-sobre-visitacao-parna-da-serra-do-gandarela/informacoes-sobre-visitacao-parna-da-serra-do-gandarela;TRUE;FALSE;parna.gandarela@icmbio.gov.br
Informações Sobre Visitação – Parna de Caparaó;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/parna-de-caparao/informacoes-sobre-visitacao-2013-parna-de-caparao/informacoes-sobre-visitacao-2013-parna-de-caparao;TRUE;FALSE;parnacaparao@gmail.com
Informações Sobre Visitação - Flona de Ipanema;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/flona-de-ipanema/informacoes-sobre-visitacao-flona-de-ipanema/informacoes-sobre-visitacao-flona-de-ipanema;TRUE;FALSE;flonaipanema.sp@icmbio.gov.br
Parque Nacional de Boa Nova;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/parna-de-boa-nova/informacoes-sobre-visitacao-2013-parna-de-boa-nova/informacoes-sobre-visitacao-2013-parna-de-boa-nova;TRUE;FALSE;aves.da.bahia@gmail.com.br
Informações Sobre Visitação - Rebio União;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rebio-uniao/informacoes-sobre-visitacao-rebio-uniao/informacoes-sobre-visitacao-rebio-uniao;TRUE;FALSE;
Parque Nacional da Serra Geral;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/parna-da-serra-geral/informacoes-sobre-visitacao-2013-parna-da-serra-geral/informacoes-sobre-visitacao-2013-parna-da-serra-geral;TRUE;FALSE;ngi.aparadosdaserrageral@icmbio.gov.br
Informações Sobre Visitação – Parna Ilha Grande;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/parna-de-ilha-grande/informacoes-sobre-visitacao-2013-parna-ilha-grande/informacoes-sobre-visitacao-2013-parna-ilha-grande;TRUE;FALSE;
Informações Sobre Visitação - Flona de São Francisco de Paula;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/flona-de-sao-francisco-de-paula/informacoes-sobre-visitacao-flona-de-sao-francisco-de-paula/informacoes-sobre-visitacao-flona-de-sao-francisco-de-paula;TRUE;FALSE;flonasaofranciscodepaula.rs@icmbio.gov.br
Informações Sobre Visitação – Parna do Pau Brasil;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/parna-do-pau-brasil/informacoes-sobre-visitacao-2013-parna-do-pau-brasil/informacoes-sobre-visitacao-2013-parna-do-pau-brasil;TRUE;FALSE;
Informações Sobre Visitação – Flona de Passa Quatro;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/flona-de-passa-quatro/informacoes-sobre-visitacao-2013-flona-de-passa-quatro/informacoes-sobre-visitacao-2013-flona-de-passa-quatro;TRUE;FALSE;flonapassaquatro.mg@icmbio.gov.br
Informações Sobre Visitação -Parna e Histórico do Monte Pascoal;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/parna-e-historico-do-monte-pascoal/informacoes-sobre-visitacao-parna-e-historico-do-monte-pascoal/informacoes-sobre-visitacao-parna-e-historico-do-monte-pascoal;TRUE;FALSE;parquemontepascoal@icmbio.gov.br.O
Mona dos Pontões Capixabas;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/mona-dos-pontoes-capixabas/mona-dos-pontoes-capixabas;TRUE;TRUE;
Parna da Serra da Bocaina;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/parna-da-serra-da-bocaina/parna-da-serra-da-bocaina;TRUE;TRUE;
Parna da Serra das Lontras;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/parna-da-serra-das-lontras/parna-da-serra-das-lontras;TRUE;FALSE;
Parna dos Campos Gerais;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/parna-dos-campos-gerais/parna-dos-campos-gerais;TRUE;FALSE;pn_camposgerais@icmbio.gov.br
Parna da Serra do Gandarela;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/parna-da-serra-do-gandarela/parna-da-serra-do-gandarela;TRUE;TRUE;parna.gandarela@icmbio.gov.br
Parna da Serra do Itajaí;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/parna-da-serra-do-itajai/parna-da-serra-do-itajai;TRUE;TRUE;parnaserradoitajai.sc@icmbio.gov.br
Parna da Serra dos Órgãos;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/parna-da-serra-dos-orgaos/parna-da-serra-dos-orgaos;TRUE;TRUE;
Parna da Serra Geral;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/parna-da-serra-geral/parna-da-serra-geral;TRUE;TRUE;
Parna da Tijuca;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/parna-da-tijuca/parna-da-tijuca;TRUE;FALSE;
Parna das Araucárias;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/parna-das-araucarias/parna-das-araucarias;TRUE;TRUE;
Rebio de Poço das Antas;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rebio-de-poco-das-antas/rebio-de-poco-das-antas;TRUE;TRUE;
Rebio de Saltinho;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rebio-de-saltinho/rebio-de-saltinho;TRUE;TRUE;
Rebio de Sooretama;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rebio-de-sooretama/rebio-de-sooretama;TRUE;TRUE;
Rebio de Una;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rebio-de-una/rebio-de-una;TRUE;TRUE;
Rebio do Córrego do Veado;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rebio-do-corrego-do-veado/rebio-do-corrego-do-veado;TRUE;TRUE;
Rebio do Córrego Grande;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rebio-do-corrego-grande/rebio-do-corrego-grande;TRUE;TRUE;
Rebio do Tinguá;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rebio-do-tingua/rebio-do-tingua;TRUE;TRUE;
Rebio Guaribas;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rebio-guaribas/rebio-guaribas;TRUE;TRUE;
Rebio União;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rebio-uniao/rebio-uniao;TRUE;TRUE;
Resex Mandira;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/resex-do-mandira/resex-do-mandira;TRUE;TRUE;
Revis de Boa Nova;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/revis-de-boa-nova/revis-de-boa-nova;TRUE;TRUE;
Revis de Una;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/revis-de-una/revis-de-una;TRUE;TRUE;
Revis dos Campos de Palmas;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/revis-dos-campos-de-palmas/revis-dos-campos-de-palmas;TRUE;TRUE;
Revis Rio dos Frades;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/revis-rio-dos-frades/revis-rio-dos-frades;TRUE;TRUE;riodosfrades@icmbio.gov.br
RPPN Alto da Boa Vista I;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-alto-da-boa-vista-i/rppn-alto-da-boa-vista-i;TRUE;TRUE;
RPPN Alto da Boa Vista II;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-alto-da-boa-vista-ii/rppn-alto-da-boa-vista-ii;TRUE;TRUE;
RPPN Antenor Rival Crema;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-antenor-rival-crema/rppn-antenor-rival-crema;TRUE;TRUE;
RPPN Aves Gerais;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-aves-gerais/rppn-aves-gerais;TRUE;TRUE;
RPPN Bellatrix 2;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-bellatrix-2/rppn-bellatrix-2;TRUE;TRUE;
RPPN Bellatrix 3;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-bellatrix-3/rppn-bellatrix-3;TRUE;TRUE;
RPPN Olho-de-fogo-rendado;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-olho-de-fogo-rendado/rppn-olho-de-fogo-rendado;TRUE;FALSE;
RPPN Ouro Verde;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-ouro-verde/rppn-ouro-verde;TRUE;TRUE;
RPPN Rio do Brasil II;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-rio-do-brasil-ii/rppn-rio-do-brasil-ii;TRUE;TRUE;
RPPN Rio do Brasil III;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-rio-do-brasil-iii/rppn-rio-do-brasil-iii;TRUE;TRUE;
RPPN Rio do Brasil V;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/RPPN%20Rio%20do%20Brasil%20V/rppn-rio-do-brasil-v;TRUE;TRUE;
RPPN Rio do Brasil IV;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-rio-do-brasil-iv/rppn-rio-do-brasil-iv;TRUE;TRUE;
RPPN Ronco do Bugio;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-ronco-do-bugio/rppn-ronco-do-bugio;TRUE;FALSE;
RPPN Rogério Marinho;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-rogerio-marinho/rppn-rogerio-marinho;TRUE;TRUE;
RPPN Santuário Rã-Bugio I;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-santuario-ra-bugio-i/rppn-santuario-ra-bugio-i;TRUE;TRUE;
RPPN Salto Morato;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-salto-morato/rppn-salto-morato;TRUE;TRUE;
RPPN Serra da Pacavira;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-serra-da-pacavira/rppn-serra-da-pacavira;TRUE;TRUE;
RPPN Serra do Lucindo;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-serra-do-lucindo/rppn-serra-do-lucindo;TRUE;TRUE;
RPPN Taipa do Rio do Couro;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-taipa-do-rio-do-couro/rppn-taipa-do-rio-do-couro;TRUE;TRUE;
RPPN Taipa do Rio Itajai;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-taipa-do-rio-itajai/rppn-taipa-do-rio-itajai;TRUE;TRUE;
RPPN Vilar;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-vilar/rppn-vilar;TRUE;TRUE;
RPPN Volta Velha Pe. Piet van der Aart;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-volta-velha-pe-piet-van-der-aart/rppn-volta-velha-pe-piet-van-der-aart;TRUE;TRUE;
Esec de Maracá-Jipioca;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/marinho/lista-de-ucs/esec-de-maraca-jipioca/esec-de-maraca-jipioca;TRUE;TRUE;
Esec de Tupiniquins;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/marinho/lista-de-ucs/esec-de-tupiniquins/esec-de-tupiniquins;TRUE;TRUE;
Esec do Taim;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/marinho/lista-de-ucs/esec-do-taim/esec-do-taim;TRUE;TRUE;
Esec Tupinambás;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/marinho/lista-de-ucs/esec-tupinambas/esec-tupinambas;TRUE;TRUE;
Parque Nacional do Superagui;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/marinho/lista-de-ucs/parna-do-superagui/informacoes-sobre-visitacao-2013-parna-do-superagui/informacoes-sobre-visitacao-2013-parna-do-superagui;TRUE;FALSE;parna.superagui@icmbio.gov.brFacebook
Informações Sobre Visitação - Parna da Lagoa do Peixe;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/marinho/lista-de-ucs/parna-da-lagoa-do-peixe/informacoes-sobre-visitacao-parna-da-lagoa-do-peixe/informacoes-sobre-visitacao-parna-da-lagoa-do-peixe;TRUE;FALSE;
Informações Sobre Visitação - APA de Cairuçu;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/marinho/lista-de-ucs/apa-de-cairucu/informacoes-sobre-visitacao-apa-de-cairucu/informacoes-sobre-visitacao-apa-de-cairucu;TRUE;FALSE;
Informações Sobre Visitação – APA da Costa dos Corais;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/marinho/lista-de-ucs/apa-da-costa-dos-corais/informacoes-sobre-visitacao-apa-da-costa-dos-corais/informacoes-sobre-visitacao-apa-da-costa-dos-corais;TRUE;FALSE;
Informações Sobre Visitação – Parna de Jericoacoara;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/marinho/lista-de-ucs/parna-de-jericoacoara/informacoes-sobre-visitacao-2013-parna-de-jericoacoara/informacoes-sobre-visitacao-2013-parna-de-jericoacoara;TRUE;FALSE;parnajericoacoara.ce@icmbio.gov.br
Mona do Arquipélago de São Pedro e São Paulo;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/marinho/lista-de-ucs/mona-do-arquipelago-de-sao-pedro-e-sao-paulo/mona-do-arquipelago-de-sao-pedro-e-sao-paulo;TRUE;FALSE;
RPPN Papagaio-de-peito-roxo;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-papagaio-de-peito-roxo/rppn-papagaio-de-peito-roxo;TRUE;TRUE;
RPPN Passarim;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-passarim/rppn-passarim;TRUE;TRUE;
RPPN Passarim II;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-passarim-ii/rppn-passarim-ii;TRUE;TRUE;
RPPN Perna do Pirata;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-perna-do-pirata/rppn-perna-do-pirata;TRUE;TRUE;
RPPN Poço Fundo;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-poco-fundo/rppn-poco-fundo;TRUE;TRUE;
